tmdb_id,title,original_title,original_language,release_year,release_date,runtime,status,genres,keywords,director,top_cast,tmdb_overview,tmdb_tagline,tmdb_vote_average,tmdb_vote_count,tmdb_popularity,budget,revenue,production_companies,production_countries,spoken_languages,homepage
1949,Zodiac,Zodiac,en,2007.0,2007-03-02,157.0,Released,"Crime, Drama, Mystery, Thriller","california, san francisco, killing, journalist, newspaper, mass murder, planned murder, embassy, victim, threat to death, victim of murder, code, police, murder, serial killer",David Fincher,"Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo, Anthony Edwards, Brian Cox","The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.",There's more than one way to lose your life to a killer.,7.3,2023,51.970905,65000000.0,84785914.0,"Paramount Pictures, Warner Bros., Phoenix Pictures",United States of America,English,
8452,The 6th Day,The 6th Day,en,2000.0,2000-11-17,123.0,Released,Science Fiction,"clone, future, murder, cloning, laser gun, dystopic future, implanted memory, sci-fi thriller",Roger Spottiswoode,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker, Sarah Wynter",Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,Are You Who You Think You Are,5.7,595,18.447479,82000000.0,96085477.0,Phoenix Pictures,United States of America,English,
310,Bruce Almighty,Bruce Almighty,en,2003.0,2003-05-23,101.0,Released,"Fantasy, Comedy","christianity, moon, responsability, moses, street gang, lovesickness, journalism, new love, faith, prayer, god, car crash",Tom Shadyac,"Jim Carrey, Jennifer Aniston, Philip Baker Hall, Catherine Bell, Lisa Ann Walter","Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",In Bruce we trust,6.4,3012,109.684788,80000000.0,484572835.0,"Universal Pictures, Spyglass Entertainment, Shady Acres Entertainment",United States of America,English,http://www.brucealmighty.com/
27578,The Expendables,The Expendables,en,2010.0,2010-08-03,103.0,Released,"Thriller, Adventure, Action","tattoo, martial arts, sniper, island, mercenary, bridge, rescue, escape, church, drug, blade, ensemble cast, duringcreditsstinger",Sylvester Stallone,"Sylvester Stallone, Jason Statham, Dolph Lundgren, Eric Roberts, Randy Couture","Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",Choose Your Weapon.,6.0,2926,77.580661,80000000.0,274470394.0,Millennium Films,United States of America,"English, Español",http://expendablesthemovie.com/
954,Mission: Impossible,Mission: Impossible,en,1996.0,1996-05-22,110.0,Released,"Adventure, Action, Thriller","paris, london england, spy, cia, terrorist, secret identity, undercover, arms deal, headquarter, secret base, secret mission, prague, embassy, secret agent, tgv",Brian De Palma,"Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny, Jean Reno","When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",Expect the Impossible.,6.7,2631,75.290998,80000000.0,457696359.0,"Paramount Pictures, Cruise/Wagner Productions",United States of America,"English, Français, Český",http://www.missionimpossible.com/
70160,The Hunger Games,The Hunger Games,en,2012.0,2012-03-12,142.0,Released,"Science Fiction, Adventure, Fantasy","hallucination, dystopia, female protagonist, bow and arrow, knife throwing, knife fight, game, archery, blindness, glamour, roasted pig, sponsor, chariot, fictional tv show, mine explosion",Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks","Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",May The Odds Be Ever In Your Favor.,6.9,9455,68.550698,75000000.0,691210692.0,"Lionsgate, Color Force",United States of America,English,http://www.thehungergames.movie/
45243,The Hangover Part II,The Hangover Part II,en,2011.0,2011-05-25,102.0,Released,Comedy,"sun glasses, interpol, undercover cop, hangover, duringcreditsstinger",Todd Phillips,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Ken Jeong","The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",The Wolfpack Is Back,6.2,3739,58.040149,80000000.0,254455986.0,"Legendary Pictures, Living Films, Green Hat Films",United States of America,"English, ภาษาไทย",http://hangoverpart2.warnerbros.com/
364,Batman Returns,Batman Returns,en,1992.0,1992-06-19,126.0,Released,"Action, Fantasy","holiday, corruption, double life, dc comics, crime fighter, hallucination, christmas tree, gotham city, vigilante, superhero, violence, dark hero, fictional city, super villain, super powers",Tim Burton,"Michael Keaton, Danny DeVito, Michelle Pfeiffer, Christopher Walken, Michael Gough","Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.","The Bat, the Cat, the Penguin.",6.6,1673,59.113174,80000000.0,280000000.0,"PolyGram Filmed Entertainment, Warner Bros.","United Kingdom, United States of America",English,
7518,Over the Hedge,Over the Hedge,en,2006.0,2006-04-22,83.0,Released,"Comedy, Animation, Family","squirrel, eating and drinking, vororte, garden, grizzly bear, entrapment, suburbian idyll, garbage, forest, turtle, hiding in a garbage container, skunk, racoon, animal",Karey Kirkpatrick,"Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes, William Shatner","A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.",Taking back the neighborhood... One snack at a time.,6.3,1074,36.32705,80000000.0,343397247.0,"Pacific Data Images (PDI), DreamWorks Animation",United States of America,English,
11544,Lilo & Stitch,Lilo & Stitch,en,2002.0,2002-06-21,85.0,Released,"Animation, Family","sister sister relationship, extraterrestrial technology, hawaii, adoption, mutation, alien life-form, alien phenomenons, animation, dog, dead parents",Chris Sanders,"Chris Sanders, Daveigh Chase, Tia Carrere, David Ogden Stiers, Kevin McDonald","A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",He's coming to our galaxy.,7.1,1314,55.659988,80000000.0,145771527.0,"Walt Disney Pictures, Walt Disney Feature Animation",United States of America,English,
9986,Charlotte's Web,Charlotte's Web,en,2006.0,2006-12-15,97.0,Released,"Comedy, Family, Fantasy","hero, barn, spider, pig, egg, friendship, spring, uncle, friends, rescue, survival, talking animal, grass, family, desk",Gary Winick,"Julia Roberts, Steve Buscemi, John Cleese, Oprah Winfrey, Cedric the Entertainer","Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.","Something unexpected, unbelievable, unforgettable.",5.8,288,14.132583,85000000.0,144000000.0,"Paramount Pictures, Kerner Entertainment Company","Germany, United States of America",English,
8656,Deep Impact,Deep Impact,en,1998.0,1998-05-08,120.0,Released,"Action, Drama, Romance","usa president, nasa, metereologist, space mission, comet, natural disaster, tsunami, astronomer, astronaut, woman director, disaster movie",Mimi Leder,"Robert Duvall, Téa Leoni, Elijah Wood, Vanessa Redgrave, Morgan Freeman","A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century.",Heaven and Earth are about to collide.,5.9,855,34.070054,75000000.0,140464664.0,"Paramount Pictures, DreamWorks SKG, Zanuck/Brown Productions",United States of America,English,
146216,RED 2,RED 2,en,2013.0,2013-07-18,116.0,Released,"Action, Comedy, Crime, Thriller","paris, london england, cia, russia, mi6, hired killer, exploding airplane",Dean Parisot,"Bruce Willis, Catherine Zeta-Jones, Anthony Hopkins, Helen Mirren, John Malkovich",Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,The best never rest.,6.4,1526,44.34333,84000000.0,,"DC Comics, Di Bonaventura Pictures, Summit Entertainment","Canada, France, United States of America","English, Français, Pусский",http://red-themovie.com/
9291,The Longest Yard,The Longest Yard,en,2005.0,2005-05-19,113.0,Released,"Comedy, Drama","prison, american football, prisoner, blackmail, supervisor, sport",Peter Segal,"Adam Sandler, Chris Rock, Burt Reynolds, Michael Irvin, Nelly","Pro quarter-back, Paul Crewe and former college champion and coach, Nate Scarboro are doing time in the same prison. Asked to put together a team of inmates to take on the guards, Crewe enlists the help of Scarboro to coach the inmates to victory in a football game 'fixed' to turn out quite another way.","If you can't get out, get even.",6.2,785,26.065735,82000000.0,190320568.0,"Paramount Pictures, Columbia Pictures Corporation, MTV Films",United States of America,English,
55301,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,en,2011.0,2011-12-14,87.0,Released,"Comedy, Fantasy, Family, Music, Animation","sequel, chipmunk, cruise ship, overboard",Mike Mitchell,"Jason Lee, David Cross, Jenny Slate, Andy Buckley, Justin Long","Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",This holiday it's gonna get squeaky.,5.4,484,23.473004,75000000.0,342695435.0,Fox 2000 Pictures,United States of America,English,http://www.munkyourself.com/
109418,Grown Ups 2,Grown Ups 2,en,2013.0,2013-07-11,100.0,Released,Comedy,,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Salma Hayek","The all-star comedy cast from Grown Ups returns (with some exciting new additions) for more summertime laughs. Lenny (Adam Sandler) has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises: the last day of school.",Just because they're a little older doesn't mean they've grown up.,5.8,1155,45.589568,80000000.0,246984278.0,"Columbia Pictures, Happy Madison Productions, Sony Pictures Entertainment (SPE)",United States of America,English,http://www.sonypictures.com/movies/grownups2
11665,Get Smart,Get Smart,en,2008.0,2008-06-19,110.0,Released,"Action, Comedy, Thriller","dancing, spy, terrorist, traitor, airplane, violin, based on tv series, legs",Peter Segal,"Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin, Terence Stamp","When the identities of secret agents from Control are compromised, the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish, capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil plans of KAOS and its crafty operative?",Saving The World...And Loving It!,6.0,1051,23.496054,80000000.0,230685453.0,"Village Roadshow Pictures, Atlas Entertainment, Mosaic Media Group","Canada, Russia, United States of America","English, Pусский",http://getsmartmovie.warnerbros.com/
6964,Something's Gotta Give,Something's Gotta Give,en,2003.0,2003-12-12,128.0,Released,"Drama, Comedy, Romance","age difference, ladykiller, woman director",Nancy Meyers,"Jack Nicholson, Diane Keaton, Keanu Reeves, Frances McDormand, Amanda Peet","Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",Schmucks are people too.,6.3,410,16.939441,80000000.0,266728738.0,"Columbia Pictures Corporation, Waverly Films, Warner Bros.",United States of America,"Français, English",
11324,Shutter Island,Shutter Island,en,2010.0,2010-02-18,138.0,Released,"Drama, Thriller, Mystery","based on novel, island, hurricane, investigation, psychiatric hospital, u.s. marshal, conspiracy theory, 1950s",Martin Scorsese,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Emily Mortimer, Michelle Williams","World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",Someone is missing.,7.8,6336,81.914696,80000000.0,294804195.0,"Paramount Pictures, Appian Way, Phoenix Pictures",United States of America,"English, Deutsch",http://www.shutterisland.com/
12193,Four Christmases,Four Christmases,en,2008.0,2008-11-26,88.0,Released,"Comedy, Romance, Drama","holiday, romantic comedy, dysfunctional family, christmas",Seth Gordon,"Vince Vaughn, Reese Witherspoon, Robert Duvall, Sissy Spacek, Jon Voight","Brad and Kate have made something of an art form out of avoiding their families during the holidays, but this year their foolproof plan is about go bust -- big time. Stuck at the city airport after all departing flights are canceled, the couple is embarrassed to see their ruse exposed to the world by an overzealous television reporter. Now, Brad and Kate are left with precious little choice other than to swallow their pride and suffer the rounds.","His father, her mother, his mother and her father all in one day.",5.3,331,19.500893,80000000.0,163733697.0,"New Line Cinema, Spyglass Entertainment, Type A Films",United States of America,English,
9928,Robots,Robots,en,2005.0,2005-03-10,91.0,Released,"Animation, Comedy, Family, Science Fiction","inventor, business man, robot, dishonesty",Chris Wedge,"Robin Williams, Ewan McGregor, Halle Berry, Mel Brooks, Paula Abdul","Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete.",You can shine no matter what you're made of.,6.0,1333,29.558157,75000000.0,260696994.0,"Blue Sky Studios, Twentieth Century Fox Animation",United States of America,"English, Italiano",
754,Face/Off,Face/Off,en,1997.0,1997-06-27,138.0,Released,"Action, Crime, Science Fiction, Thriller","undercover, mexican standoff, biological weapon, face transplant, rage and hate, fistfight, hostility, revenge, deception, tragedy, shootout, hospital, boat chase, los angeles, explosion",John Woo,"John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola, Gina Gershon","An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family.","In order to catch him, he must become him.",6.8,1583,46.075037,80000000.0,245676146.0,"Paramount Pictures, Permut Presentations, WCG Entertainment Productions",United States of America,"English, Latin",
10202,Bedtime Stories,Bedtime Stories,en,2008.0,2008-12-24,99.0,Released,"Fantasy, Comedy, Family, Romance","wishes come true, escapade, disorder, imaginary, miraculous event, imaginary kingdom, life turned upside down, nothing goes right",Adam Shankman,"Adam Sandler, Keri Russell, Guy Pearce, Courteney Cox, Lucy Lawless",Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,Whatever they dream up... he has to survive.,5.9,901,23.531721,80000000.0,212874442.0,"Walt Disney Pictures, Happy Madison Productions, Gunn Films",United States of America,English,
4147,Road to Perdition,Road to Perdition,en,2002.0,2002-07-12,117.0,Released,"Thriller, Crime, Drama","based on graphic novel, homework, shot in the chin, soft boiled egg, learning to drive, spoiled son, scarred face, thompson sub machine gun, frost on a window, cauterizing a wound, liberty half dollar",Sam Mendes,"Tom Hanks, Tyler Hoechlin, Jennifer Jason Leigh, Liam Aiken, Paul Newman","Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",Pray for Michael Sullivan.,7.3,1077,49.078546,80000000.0,181001478.0,"DreamWorks SKG, The Zanuck Company, Twentieth Century Fox Film Corporation",United States of America,English,
50546,Just Go with It,Just Go with It,en,2011.0,2011-02-10,117.0,Released,"Romance, Comedy","beach, fictitious marriage, blackmail, plastic surgery, marriage, love, beautiful woman, kids and family",Dennis Dugan,"Adam Sandler, Jennifer Aniston, Nicole Kidman, Nick Swardson, Brooklyn Decker","A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",Sometimes a guy's best wingman... is a wingwoman,6.3,1543,37.02665,80000000.0,214918407.0,"Columbia Pictures, Happy Madison Productions",United States of America,English,http://www.justgowithit-movie.com
1701,Con Air,Con Air,en,1997.0,1997-06-01,115.0,Released,"Action, Thriller, Crime","prison, ambush, helicopter, airport, gas station, undercover, mexican standoff, bravery, hijacking, escape, shootout, u.s. marshal, las vegas, explosion, brutality",Simon West,"Nicolas Cage, John Cusack, John Malkovich, Ving Rhames, Nick Chinlund","When the government puts all its rotten criminal eggs in one airborne basket, it's asking for trouble. Before you can say, ""Pass the barf bag,"" the crooks control the plane, led by creepy Cyrus ""The Virus"" Grissom. Watching his every move is the just-released Cameron Poe, who'd rather reunite with his family.",They were deadly on the ground; Now they have wings,6.5,1270,45.154631,75000000.0,224012234.0,"Jerry Bruckheimer Films, Kouf/Bigelow Productions, Touchstone Pictures",United States of America,English,
13027,Eagle Eye,Eagle Eye,en,2008.0,2008-09-25,118.0,Released,"Mystery, Thriller, Action","artificial intelligence, washington d.c., secret identity, hostage, technology, fbi, pentagon, twin brother, fbi agent",D.J. Caruso,"Shia LaBeouf, Michelle Monaghan, Rosario Dawson, Michael Chiklis, Anthony Mackie","Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them.",Don't walk. Run.,6.3,1018,46.887983,80000000.0,178066569.0,"DreamWorks SKG, K/O Paper Products, Goldcrest Pictures","United States of America, Germany",English,
2289,Cold Mountain,Cold Mountain,en,2003.0,2003-12-24,154.0,Released,Drama,"loss of lover, loss of family, deserter, loss of father, love of one's life",Anthony Minghella,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson","In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",Find the strength. Find the courage. No matter what it takes... find the way home.,6.7,533,24.598479,79000000.0,173013509.0,"Miramax Films, Mirage Enterprises, Castel Film Romania","United States of America, United Kingdom, Romania, Italy",English,
20504,The Book of Eli,The Book of Eli,en,2010.0,2010-01-14,118.0,Released,"Action, Thriller, Science Fiction","book, post-apocalyptic, dystopia, faith, blind",Albert Hughes,"Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson, Jennifer Beals","A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",Some will kill to have it. He will kill to protect it.,6.6,2164,32.363538,80000000.0,157107755.0,"Alcon Entertainment, Silver Pictures",United States of America,English,
9574,Flubber,Flubber,en,1997.0,1997-11-26,93.0,Released,"Comedy, Family, Science Fiction","wedding vows, inventor, slime, green, flight, mad scientist, wedding",Les Mayfield,"Robin Williams, Marcia Gay Harden, Christopher McDonald, Raymond J. Barry, Clancy Brown","Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",Catch it if you can!,5.3,695,11.50396,80000000.0,177977226.0,"Walt Disney Pictures, Great Oaks Entertainment",United States of America,English,
11618,The Haunting,The Haunting,en,1999.0,1999-07-23,113.0,Released,"Horror, Thriller, Fantasy, Mystery","based on novel, trauma, castle, haunted house, insomnia, bone, poster, painting, remake, haunting, child labor, audio recording, spiral staircase, evil, loner",Jan de Bont,"Liam Neeson, Catherine Zeta-Jones, Owen Wilson, Lili Taylor, Bruce Dern","Dr. David Marrow invites Nell Vance, and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror.",Some houses are born bad.,5.2,369,19.375768,80000000.0,91188905.0,"DreamWorks, Roth-Arnold Productions",United States of America,English,
2300,Space Jam,Space Jam,en,1996.0,1996-11-15,88.0,Released,"Animation, Comedy, Drama, Family, Fantasy","sport, basketball, doctor, basketball team, basketball game, referee, basketball court, tweety bird, speedy gonzales, cartoon chicken, sylvester the cat, cartoon reality crossover, basketball hoop, cartoon skunk",Joe Pytka,"Michael Jordan, Wayne Knight, Billy West, Dee Bradley Baker, Theresa Randle","In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",Get ready to jam.,6.5,1288,36.125715,80000000.0,250200000.0,"Warner Bros. Family Entertainment, Northern Lights Entertainment, Courtside Seats Productions",United States of America,English,http://www.warnerbros.com/archive/spacejam/movie/jam.htm
12096,The Pink Panther,The Pink Panther,en,2006.0,2006-01-18,93.0,Released,"Action, Comedy, Crime, Mystery, Family","robbery, investigation, inspector, killer, clouseau, pink panther, murder hunt",Shawn Levy,"Steve Martin, Kevin Kline, Jean Reno, Beyoncé Knowles, Emily Mortimer","When the coach of the France soccer team is killed by a poisoned dart in the stadium in the end of a game, and his expensive and huge ring with the diamond Pink Panther disappears, the ambitious Chief Inspector Dreyfus assigns the worst police inspector Jacques Clouseau to the case.",Pardon His French.,5.6,550,25.450534,,,"Columbia Pictures, International Production Company, The Montecito Picture Company",United States of America,English,
10200,The Day the Earth Stood Still,The Day the Earth Stood Still,en,2008.0,2008-12-10,104.0,Released,"Drama, Science Fiction, Thriller","extraterrestrial technology, spacecraft, ultimatum, evacuation, panic, government, remake, ufo, alien, end of the world, giant robot, tank, social commentary, power outage, interrogation",Scott Derrickson,"Keanu Reeves, Jennifer Connelly, Kathy Bates, Jaden Smith, John Cleese","A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",12.12.08 is the Day the Earth Stood Still,5.2,1043,41.890722,80000000.0,233093859.0,"Twentieth Century Fox Film Corporation, Dune Entertainment III, Earth Canada Productions","Canada, United States of America","普通话, English",
8834,Conspiracy Theory,Conspiracy Theory,en,1997.0,1997-08-07,135.0,Released,"Action, Drama, Mystery, Thriller","new york, cia, helicopter, assassin, secret, obsession, taxi driver, fbi, paranoia, wheelchair, chase, theory, politics, government, control",Richard Donner,"Mel Gibson, Julia Roberts, Patrick Stewart, Cylk Cozart, Steve Kahan","A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",What if your most paranoid nightmares had just come true?,6.5,431,22.179658,75000000.0,136982834.0,"Silver Pictures, Warner Bros., Donner/Shuler-Donner Productions",United States of America,English,
228150,Fury,Fury,en,2014.0,2014-10-15,135.0,Released,"War, Drama, Action","world war ii, nazis, war, nazi germany, panzer, tank",David Ayer,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña, Jon Bernthal","Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",War never ends quietly.,7.4,3946,139.575085,68000000.0,211817906.0,"Columbia Pictures, QED International, Crave Films","United Kingdom, United States of America, China",English,
6068,Six Days Seven Nights,Six Days Seven Nights,en,1998.0,1998-06-12,98.0,Released,"Action, Adventure, Comedy, Romance","overleven, family guy",Ivan Reitman,"Harrison Ford, Anne Heche, David Schwimmer, Jacqueline Obradors, Temuera Morrison","When Quinn, a grouchy pilot living the good life in the South Pacific, agrees to transfer a savvy fashion editor, Robin, to Tahiti, he ends up stranded on a deserted island with her after their plane crashes. The pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.","After this week in paradise, they’re going to need a vacation.",5.6,332,18.264635,70000000.0,164000000.0,"Caravan Pictures, Roger Birnbaum Productions, Northern Lights Entertainment",United States of America,"English, Deutsch, ภาษาไทย",
41515,Yogi Bear,Yogi Bear,en,2010.0,2010-12-11,80.0,Released,"Comedy, Family, Animation, Adventure","picnic, sandwich, bear, 3d, yogi",Eric Brevig,"Dan Aykroyd, Justin Timberlake, Anna Faris, Tom Cavanagh, Christine Taylor","Jellystone Park has been losing business, so greedy Mayor Brown decides to shut it down and sell the land. That means families will no longer be able to experience the natural beauty of the outdoors -- and, even worse, Yogi and Boo Boo will be tossed out of the only home they've ever known. Faced with his biggest challenge ever, Yogi must prove that he really is ""smarter than the average bear"" as he and Boo Boo join forces with their old nemesis Ranger Smith to find a way to save Jellystone Park from closing forever.",Life's a Pic-A-Nic,5.2,220,11.187696,80000000.0,201584141.0,"De Line Pictures, Warner Bros. Animation, Sunswept Entertainment","United States of America, New Zealand",English,http://www.yogibear.com/
9023,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,en,2002.0,2002-05-24,83.0,Released,"Western, Animation, Adventure, Comedy, Family","human being, freedom, mustang, rivalry, wildlife, animation, cavalry, indian war, eyebrow, wild horse",Kelly Asbury,"Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet, Jeff LeBeau","As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",Leader. Hero. Legend.,7.4,831,41.670544,80000000.0,122563539.0,"DreamWorks SKG, DreamWorks Animation",United States of America,English,
38317,Zookeeper,Zookeeper,en,2011.0,2011-07-06,102.0,Released,"Comedy, Romance, Family","talking animal, scientist, german accent, ostrich, monkey, bullfrog, car dealership, duringcreditsstinger",Frank Coraci,"Kevin James, Rosario Dawson, Sylvester Stallone, Nick Nolte, Jon Favreau","A comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. The man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that Mother Nature knows best when it comes to love.",Welcome to his jungle.,5.3,498,27.46264,80000000.0,169852759.0,"Columbia Pictures, Happy Madison Productions, Sony Pictures Releasing",United States of America,English,http://www.zookeeper-movie.com/
2157,Lost in Space,Lost in Space,en,1998.0,1998-04-03,130.0,Released,"Adventure, Family, Science Fiction","time travel, sabotage, deep space explorer",Stephen Hopkins,"Gary Oldman, William Hurt, Matt LeBlanc, Mimi Rogers, Heather Graham","The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.","Danger, Will Robinson!",5.0,388,17.455024,80000000.0,136159423.0,"New Line Cinema, Irwin Allen Productions, Prelude Pictures",United States of America,English,
